536531.0190 0.0000 0.0000 -0.0000 0.001088 -0.001915 0.449476 0.893290
536531.0390 0.0129 0.0176 -0.0000 0.001049 -0.001993 0.449554 0.893250
536531.0590 0.0278 0.0368 -0.0000 0.001049 -0.001993 0.449554 0.893250
536531.0800 0.0425 0.0575 -0.0000 0.001126 -0.002032 0.449632 0.893211
536531.1000 0.0555 0.0751 -0.0000 0.001126 -0.002032 0.449632 0.893211
536531.1200 0.0702 0.0942 -0.0000 0.001126 -0.002033 0.449710 0.893172
536531.1400 0.0850 0.1134 -0.0000 0.001126 -0.002033 0.449710 0.893172
536531.1600 0.0998 0.1325 -0.0000 0.001165 -0.001955 0.449710 0.893172
536531.1800 0.1127 0.1532 -0.0000 0.001243 -0.001994 0.449788 0.893132
536531.2000 0.1275 0.1724 -0.0000 0.001243 -0.001994 0.449788 0.893132
536531.2200 0.1423 0.1915 -0.0000 0.001321 -0.002033 0.449866 0.893093
536531.2400 0.1570 0.2139 -0.0000 0.001321 -0.002033 0.449866 0.893093
536531.2600 0.1719 0.2331 -0.0000 0.001321 -0.002033 0.449944 0.893054
536531.2800 0.1885 0.2538 -0.0000 0.001398 -0.002073 0.450021 0.893014
536531.3000 0.2033 0.2762 -0.0000 0.001438 -0.001995 0.450099 0.892975
536531.3200 0.2180 0.2969 -0.0000 0.001437 -0.001995 0.450177 0.892936
536531.3400 0.2329 0.3176 -0.0000 0.001437 -0.001995 0.450333 0.892857
536531.3600 0.2495 0.3400 -0.0000 0.001476 -0.001918 0.450411 0.892818
536531.3800 0.2661 0.3624 -0.0000 0.001515 -0.001840 0.450489 0.892779
536531.4000 0.2809 0.3831 -0.0000 0.001515 -0.001840 0.450567 0.892740
536531.4200 0.2956 0.4055 -0.0000 0.001554 -0.001762 0.450644 0.892701
536531.4400 0.3123 0.4278 -0.0000 0.001632 -0.001802 0.450722 0.892661
536531.4600 0.3289 0.4501 -0.0000 0.001671 -0.001724 0.450800 0.892622
536531.4800 0.3455 0.4740 -0.0000 0.001671 -0.001724 0.450878 0.892582
536531.5000 0.3622 0.4964 -0.0000 0.001749 -0.001764 0.450956 0.892543
536531.5200 0.3788 0.5204 -0.0000 0.001749 -0.001764 0.450956 0.892543
536531.5400 0.3954 0.5411 -0.0000 0.001749 -0.001764 0.451034 0.892504
536531.5600 0.4139 0.5650 -0.0000 0.001826 -0.001803 0.451111 0.892464
536531.5800 0.4324 0.5889 -0.0000 0.001865 -0.001726 0.451267 0.892385
536531.6000 0.4491 0.6129 -0.0000 0.001787 -0.001686 0.451345 0.892346
536531.6200 0.4675 0.6385 -0.0000 0.001787 -0.001687 0.451423 0.892307
536531.6400 0.4841 0.6608 -0.0000 0.001787 -0.001687 0.451579 0.892228
536531.6600 0.5026 0.6847 -0.0000 0.001747 -0.001765 0.451657 0.892188
536531.6800 0.5211 0.7103 -0.0000 0.001747 -0.001765 0.451812 0.892110
536531.7000 0.5396 0.7358 -0.0000 0.001708 -0.001843 0.451890 0.892070
536531.7200 0.5600 0.7613 -0.0000 0.001785 -0.001883 0.451968 0.892030
536531.7400 0.5766 0.7853 -0.0000 0.001785 -0.001883 0.452124 0.891951
536531.7600 0.5950 0.8108 -0.0000 0.001902 -0.001845 0.452201 0.891912
536531.7800 0.6154 0.8364 -0.0000 0.001980 -0.001885 0.452279 0.891872
536531.8000 0.6338 0.8619 -0.0100 0.002019 -0.001807 0.452357 0.891833
536531.8200 0.6542 0.8891 -0.0100 0.002136 -0.001769 0.452434 0.891793
536531.8400 0.6726 0.9145 -0.0100 0.002136 -0.001769 0.452512 0.891754
536531.8600 0.6911 0.9417 -0.0100 0.002136 -0.001769 0.452590 0.891714
536531.8800 0.7114 0.9672 -0.0100 0.002136 -0.001769 0.452668 0.891675
536531.9000 0.7318 0.9944 -0.0100 0.002136 -0.001769 0.452746 0.891635
536531.9200 0.7502 1.0231 -0.0100 0.002096 -0.001848 0.452902 0.891556
536531.9400 0.7706 1.0486 -0.0100 0.002135 -0.001770 0.452979 0.891517
536531.9600 0.7890 1.0758 -0.0100 0.002057 -0.001731 0.453135 0.891438
536531.9800 0.8094 1.1045 -0.0100 0.002096 -0.001653 0.453212 0.891399
536532.0000 0.8316 1.1333 -0.0100 0.002136 -0.001576 0.453368 0.891320
536532.0200 0.8500 1.1620 -0.0100 0.002097 -0.001459 0.453445 0.891280
536532.0400 0.8704 1.1875 -0.0100 0.002059 -0.001342 0.453601 0.891202
536532.0600 0.8907 1.2178 -0.0100 0.001981 -0.001302 0.453756 0.891123
536532.0800 0.9110 1.2465 -0.0100 0.001981 -0.001303 0.453834 0.891083
536532.1000 0.9332 1.2769 -0.0100 0.001903 -0.001263 0.453912 0.891044
536532.1200 0.9553 1.3056 -0.0100 0.001903 -0.001263 0.453990 0.891004
536532.1400 0.9757 1.3344 -0.0100 0.001825 -0.001224 0.454145 0.890925
536532.1590 0.9979 1.3631 -0.0100 0.001825 -0.001224 0.454223 0.890885
536532.1790 1.0201 1.3933 -0.0100 0.001825 -0.001224 0.454301 0.890846
536532.1990 1.0423 1.4221 -0.0100 0.001785 -0.001302 0.454457 0.890766
536532.2190 1.0644 1.4541 -0.0100 0.001707 -0.001263 0.454534 0.890727
536532.2390 1.0847 1.4828 -0.0100 0.001667 -0.001341 0.454690 0.890647
536532.2590 1.1069 1.5131 -0.0100 0.001667 -0.001341 0.454768 0.890608
536532.2790 1.1310 1.5450 -0.0100 0.001589 -0.001302 0.454923 0.890528
536532.2990 1.1531 1.5753 -0.0100 0.001549 -0.001380 0.455001 0.890489
