535732.1190 0.0000 0.0000 -0.0000 0.004844 -0.004493 0.860283 -0.509773
535732.1390 -0.0110 -0.0239 -0.0000 0.004846 -0.004491 0.860550 -0.509323
535732.1590 -0.0258 -0.0479 -0.0000 0.004848 -0.004489 0.860772 -0.508947
535732.1790 -0.0388 -0.0751 -0.0000 0.004850 -0.004486 0.860994 -0.508572
535732.1990 -0.0535 -0.0990 -0.0000 0.004852 -0.004484 0.861216 -0.508196
535732.2190 -0.0665 -0.1261 -0.0000 0.004779 -0.004438 0.861438 -0.507821
535732.2390 -0.0793 -0.1484 -0.0000 0.004736 -0.004511 0.861660 -0.507444
535732.2590 -0.0942 -0.1756 -0.0000 0.004783 -0.004434 0.861881 -0.507069
535732.2790 -0.1108 -0.2027 -0.0000 0.004665 -0.004463 0.862059 -0.506768
535732.2990 -0.1237 -0.2298 -0.0000 0.004636 -0.004342 0.862280 -0.506392
535732.3190 -0.1403 -0.2570 -0.0000 0.004562 -0.004296 0.862457 -0.506092
535732.3390 -0.1552 -0.2825 -0.0000 0.004532 -0.004175 0.862634 -0.505792
535732.3590 -0.1718 -0.3112 -0.0000 0.004502 -0.004054 0.862810 -0.505491
535732.3790 -0.1866 -0.3400 -0.0000 0.004398 -0.003888 0.863032 -0.505116
535732.3990 -0.2032 -0.3672 -0.0000 0.004368 -0.003767 0.863208 -0.504815
535732.4190 -0.2179 -0.3959 -0.0000 0.004338 -0.003647 0.863384 -0.504515
535732.4390 -0.2346 -0.4246 -0.0000 0.004308 -0.003526 0.863561 -0.504214
535732.4590 -0.2512 -0.4533 -0.0000 0.004278 -0.003405 0.863737 -0.503914
535732.4790 -0.2678 -0.4821 -0.0000 0.004204 -0.003359 0.863957 -0.503537
535732.4990 -0.2845 -0.5123 -0.0000 0.004098 -0.003194 0.864133 -0.503236
535732.5190 -0.3030 -0.5411 -0.0000 0.004024 -0.003149 0.864309 -0.502935
535732.5390 -0.3196 -0.5698 -0.0000 0.003949 -0.003104 0.864485 -0.502633
535732.5590 -0.3362 -0.6018 -0.0000 0.003918 -0.002983 0.864617 -0.502408
