535732.121721745 -0.300839095    -0.739716264    0.067840335     0.014129536     0.005559695     -0.874148562    0.485421196     
535732.171741009 -0.319726907    -0.765983620    0.066987914     0.014065723     0.005557861     -0.874684411    0.484456858     
535732.221740246 -0.339438508    -0.793536534    0.066057493     0.014022481     0.005499321     -0.875213899    0.483501559     
535732.271712303 -0.360103311    -0.822176401    0.065122666     0.013977542     0.005503107     -0.875733378    0.482561286     
535732.321748495 -0.381765431    -0.852007626    0.064254852     0.013928786     0.005576147     -0.876239745    0.481641780     
535732.371733427 -0.404390190    -0.883120032    0.063426399     0.013886690     0.005651496     -0.876720417    0.480766607     
535732.421752930 -0.428426394    -0.915643228    0.062677299     0.013712228     0.005756771     -0.877161736    0.479964710     
535732.471679449 -0.453979541    -0.949524565    0.062084506     0.013386251     0.005934801     -0.877583060    0.479200959     
535732.521725655 -0.480788254    -0.984911794    0.061605667     0.013007123     0.006072880     -0.878004229    0.478437570     
535732.571724892 -0.508481654    -1.021641920    0.061096258     0.012731700     0.006176008     -0.878429921    0.477661632     
535732.621723652 -0.537186671    -1.059760221    0.060457976     0.012471828     0.006332451     -0.878833397    0.476923698     
535732.671725750 -0.566857732    -1.099350316    0.059717933     0.012255074     0.006522523     -0.879194753    0.476260281     
535732.721721888 -0.597270523    -1.140554289    0.058851939     0.012094425     0.006631860     -0.879497199    0.475704131     
535732.771722078 -0.628422882    -1.183329389    0.057829315     0.012005489     0.006665254     -0.879749331    0.475239474     
535732.821738005 -0.660422811    -1.227684318    0.056699631     0.011960671     0.006672246     -0.879992596    0.474789906     
535732.871733904 -0.693486976    -1.273663220    0.055475817     0.011880964     0.006654597     -0.880239631    0.474334008     
535732.921729326 -0.728077140    -1.321308843    0.054228749     0.011651038     0.006688628     -0.880485213    0.473883219     
535732.971739292 -0.764355115    -1.370533256    0.053114186     0.011277614     0.006799999     -0.880717756    0.473458350     
535733.021738768 -0.802269752    -1.421183044    0.052176229     0.010788194     0.007014261     -0.880920397    0.473089494     
535733.071735620 -0.841850978    -1.473158231    0.051348109     0.010231497     0.007377525     -0.881076134    0.472806233     
535733.121733189 -0.882731417    -1.526632278    0.050584332     0.009703815     0.007780127     -0.881191043    0.472596711     
535733.171720982 -1.507159424    -2.892664907    0.044604664     0.010670227     0.008086682     -0.880778241    0.473339668     
535733.221745491 -1.562629259    -2.985873639    0.043705348     0.010116202     0.008403409     -0.880853995    0.473205329     
535733.271736145 -1.619049559    -3.081265105    0.042595573     0.009471765     0.008617544     -0.880933085    0.473067567     
535733.321727037 -1.676227760    -3.178868710    0.041409277     0.008774237     0.008659392     -0.881012769    0.472931844     
535733.371735334 -1.743755330    -3.271990030    0.016813945     0.006270836     0.008687815     -0.879953982    0.474938088     
535733.421735764 -1.803314344    -3.371831783    0.012850913     0.005920860     0.008297765     -0.879969469    0.474920862     
535733.471737862 -1.878290873    -3.457816213    -0.001061892    0.005716799     0.009465134     -0.877411279    0.479611486     
535733.521741152 -1.940387807    -3.556726851    -0.006684516    0.005915217     0.009285062     -0.877363786    0.479699474     
535733.571739435 -2.014165564    -3.648350677    -0.007027970    0.005660931     0.010988693     -0.876222287    0.481748593     
535733.621754885 -2.082569839    -3.747883171    -0.011502972    0.004868106     0.011471617     -0.876280410    0.481640267     
535733.671744347 -2.150766101    -3.852409569    -0.012037172    0.004005749     0.011026762     -0.876341698    0.481547082     
535733.721734524 -2.219492692    -3.953250801    -0.016036678    0.003951701     0.011334666     -0.876400457    0.481433431     
535733.771742105 -2.287707439    -4.052068981    -0.023040788    0.004906568     0.012040200     -0.876220807    0.481734425     
535733.821746111 -2.354121233    -4.153234571    -0.027891179    0.005804884     0.012189017     -0.876241281    0.481683453     
535733.871745586 -2.410143868    -4.260902482    -0.030278888    0.009074229     0.009959028     -0.876205527    0.481749261     
535733.921744108 -2.471590431    -4.365756978    -0.035311084    0.011009565     0.009292063     -0.876169205    0.481788306     
535733.971732140 -2.536292638    -4.471536246    -0.040083672    0.011800346     0.009421413     -0.876149910    0.481802164     
535734.021804810 -2.599037182    -4.576306160    -0.043592641    0.010977487     0.009454744     -0.876477368    0.481225026     
535734.071731567 -2.668425514    -4.684575380    -0.049657904    0.011190518     0.009429616     -0.876499758    0.481179830     
535734.121739149 -2.747975978    -4.800006502    -0.040563767    0.008894436     0.009156206     -0.876798190    0.480689075     
535734.171733856 -2.824196172    -4.909832864    -0.045447823    0.009255256     0.010236804     -0.876829473    0.480603395     
535734.221742392 -2.899325686    -5.002283666    -0.049231217    0.010652290     0.013880028     -0.876942549    0.480276628     
535734.271743059 -2.977384752    -5.112031994    -0.052923432    0.010785380     0.015090772     -0.876990497    0.480149574     
535734.321872234 -2.991258472    -5.356953643    0.065661723     0.010704736     0.013175904     -0.882074708    0.470803582     
535734.373593569 -3.065417176    -5.484091490    0.063251149     0.011188146     0.012753065     -0.882197822    0.470573254     
535734.421789646 -3.132025198    -5.595520908    0.062275792     0.011848881     0.012996088     -0.882285790    0.470385470     
535734.471743345 -3.204883199    -5.719990167    0.059921355     0.012496238     0.012941812     -0.882436981    0.470086512     
535734.521746874 -3.282057101    -5.850382116    0.069807878     0.012750970     0.012448411     -0.882538975    0.469901488     
535734.571747780 -3.349035187    -5.963057706    0.066350145     0.013088600     0.012445737     -0.882574920    0.469824758     
535734.621724844 -3.424019355    -6.087964769    0.094430254     0.014321343     0.012676250     -0.882247347    0.470397525     
535734.671744108 -3.510685590    -6.226810512    0.099909746     0.012458052     0.012822135     -0.881547843    0.471756071     
535734.721737385 -3.594525983    -6.359195527    0.097314836     0.012122133     0.013037711     -0.881609787    0.471643145     
535734.771793842 -3.678743483    -6.493475902    0.094060098     0.011587478     0.013104557     -0.881831235    0.471240570     
535734.821737289 -3.748896118    -6.622059506    0.097127973     0.012179040     0.012627736     -0.882411664    0.470150897     
535734.871740818 -3.829077553    -6.758747434    0.092799243     0.011634561     0.011606938     -0.882651970    0.469739733     
535734.921746254 -3.898497131    -6.889810949    0.154912531     0.012914083     0.010567585     -0.888253813    0.459049797     
535734.971764326 -3.979238562    -7.024237898    0.155444347     0.012926188     0.010193043     -0.888105864    0.459344087     
535735.021768332 -4.073687711    -7.199403305    0.106865732     0.011466147     0.008234644     -0.887672128    0.460259613     
535735.071721792 -4.158772969    -7.328188234    0.111496796     0.011822584     0.008857260     -0.888138229    0.459338940     
535735.121743679 -4.243571059    -7.466485552    0.111998875     0.011524915     0.009068026     -0.888324008    0.458983011     
535735.171832085 -4.328735875    -7.605504937    0.112811471     0.011354505     0.009360774     -0.888521741    0.458598480     
535735.224500780 -4.405796418    -7.722244025    0.120065986     0.010838280     0.010044517     -0.885433491    0.464531132     
