535129.1200 0.0000 0.0000 -0.0000 -0.002373 0.004095 0.127228 -0.991862
535129.1400 0.0241 -0.0063 -0.0000 -0.002460 0.004176 0.124804 -0.992170
535129.1600 0.0480 -0.0111 -0.0000 -0.002527 0.004084 0.122639 -0.992440
535129.1800 0.0721 -0.0144 -0.0000 -0.002583 0.003906 0.120387 -0.992716
535129.2000 0.0962 -0.0192 -0.0000 -0.002728 0.003717 0.118394 -0.992956
535129.2200 0.1201 -0.0223 -0.0000 -0.002786 0.003540 0.116141 -0.993223
535129.2400 0.1442 -0.0255 -0.0000 -0.002941 0.003441 0.113626 -0.993513
535129.2600 0.1700 -0.0303 -0.0000 -0.003020 0.003437 0.111371 -0.993768
535129.2800 0.1941 -0.0350 -0.0000 -0.003021 0.003531 0.109029 -0.994028
535129.3000 0.2199 -0.0398 -0.0000 -0.003109 0.003615 0.106860 -0.994263
535129.3200 0.2458 -0.0462 -0.0000 -0.003110 0.003710 0.104430 -0.994520
535129.3400 0.2698 -0.0494 -0.0000 -0.003186 0.003710 0.101565 -0.994817
535129.3600 0.2957 -0.0542 -0.0000 -0.003176 0.003718 0.099047 -0.995071
535129.3800 0.3235 -0.0590 -0.0000 -0.003158 0.003639 0.096442 -0.995327
535129.4000 0.3493 -0.0638 -0.0000 -0.003133 0.003473 0.094097 -0.995552
535129.4200 0.3751 -0.0686 -0.0000 -0.003203 0.003387 0.091403 -0.995803
535129.4400 0.4011 -0.0702 -0.0000 -0.003177 0.003222 0.088449 -0.996070
535129.4600 0.4250 -0.0733 -0.0000 -0.003241 0.003049 0.085841 -0.996299
535129.4800 0.4527 -0.0766 -0.0000 -0.003225 0.002971 0.083146 -0.996528
535129.5000 0.4787 -0.0781 -0.0000 -0.003211 0.002892 0.080798 -0.996721
535129.5200 0.5064 -0.0814 -0.0000 -0.003291 0.002893 0.078188 -0.996929
535129.5400 0.5303 -0.0814 -0.0000 -0.003275 0.002816 0.075230 -0.997157
535129.5600 0.5581 -0.0845 -0.0000 -0.003355 0.002818 0.072619 -0.997350
